userId,num_ratings,segment
3544,44,Passive
1236,25,Passive
5616,32,Passive
5959,32,Passive
5338,53,Active
6741,23,Passive
3589,20,Passive
4938,56,Active
2155,37,Passive
3421,81,Active
692,51,Active
3676,20,Passive
3077,20,Passive
1603,27,Passive
3047,137,Active
5212,21,Passive
6194,20,Passive
4582,25,Passive
1095,138,Active
2576,74,Active
4094,104,Active
502,54,Active
6619,74,Active
4596,135,Active
3208,36,Passive
5121,30,Passive
1237,25,Passive
3168,37,Passive
6557,101,Active
2251,39,Passive
4949,28,Passive
624,115,Active
1070,59,Active
5229,32,Passive
7,25,Passive
4458,203,Engaged
158,78,Active
2754,92,Active
4304,55,Active
4266,24,Passive
2728,45,Passive
4520,71,Active
2504,42,Passive
1918,46,Passive
428,78,Active
3669,72,Active
5457,20,Passive
6620,48,Passive
2347,36,Passive
329,49,Passive
3423,75,Active
1952,22,Passive
5050,20,Passive
2376,37,Passive
2474,30,Passive
3797,108,Active
6109,30,Passive
3194,66,Active
4538,36,Passive
1143,49,Passive
371,132,Active
5157,43,Passive
4220,65,Active
3990,33,Passive
644,36,Passive
6498,31,Passive
3034,39,Passive
976,32,Passive
6563,33,Passive
3411,126,Active
1985,77,Active
5357,30,Passive
3391,54,Active
6267,36,Passive
5097,88,Active
4522,86,Active
1508,51,Active
1982,27,Passive
1351,76,Active
4011,78,Active
5447,42,Passive
2933,121,Active
5308,59,Active
1441,36,Passive
594,56,Active
25,87,Active
6086,36,Passive
1634,24,Passive
1084,22,Passive
2145,110,Active
3796,48,Passive
3352,137,Active
5684,276,Engaged
250,22,Passive
1906,70,Active
6070,29,Passive
3556,33,Passive
1160,124,Active
5110,22,Passive
4569,43,Passive
3335,130,Active
5450,90,Active
5210,24,Passive
4261,49,Passive
5826,60,Active
4986,95,Active
1659,69,Active
4350,51,Active
4545,59,Active
4773,101,Active
4647,76,Active
600,61,Active
6410,25,Passive
328,67,Active
3746,139,Active
2970,73,Active
2905,50,Passive
5172,119,Active
231,116,Active
2144,376,Engaged
6394,179,Active
2291,120,Active
6656,182,Active
2989,67,Active
5290,29,Passive
5893,80,Active
2612,24,Passive
5688,160,Active
6510,63,Active
3386,25,Passive
3560,43,Passive
890,24,Passive
6495,44,Passive
3017,20,Passive
6371,27,Passive
4552,33,Passive
2584,34,Passive
1450,20,Passive
2522,29,Passive
5203,36,Passive
2368,97,Active
2160,26,Passive
925,138,Active
118,37,Passive
4725,21,Passive
4308,39,Passive
4605,119,Active
4598,105,Active
4959,82,Active
6435,46,Passive
4613,103,Active
1863,28,Passive
5154,24,Passive
545,61,Active
1532,51,Active
4470,99,Active
4682,82,Active
3178,49,Passive
2948,110,Active
4922,54,Active
1210,57,Active
2995,32,Passive
6363,102,Active
6689,73,Active
1379,60,Active
5192,52,Active
269,24,Passive
4078,101,Active
5728,109,Active
4475,27,Passive
6199,80,Active
5049,26,Passive
3307,56,Active
5256,55,Active
4534,104,Active
2922,27,Passive
4665,20,Passive
6450,22,Passive
3295,146,Active
5973,47,Passive
5796,87,Active
1082,55,Active
5741,147,Active
5621,67,Active
6724,85,Active
1613,55,Active
1961,39,Passive
3803,90,Active
820,21,Passive
5664,26,Passive
3521,24,Passive
5340,44,Passive
3255,262,Engaged
985,81,Active
6262,37,Passive
6528,51,Active
5311,31,Passive
4717,78,Active
4196,41,Passive
3936,22,Passive
5774,146,Active
6319,26,Passive
6567,25,Passive
3576,23,Passive
4585,26,Passive
2957,68,Active
892,167,Active
6335,90,Active
262,61,Active
3288,105,Active
530,34,Passive
3590,23,Passive
474,60,Active
306,33,Passive
5248,25,Passive
864,236,Engaged
2791,50,Passive
2524,93,Active
2551,24,Passive
1519,41,Passive
5916,31,Passive
4543,99,Active
5003,91,Active
1391,88,Active
1205,37,Passive
1849,72,Active
6560,98,Active
5594,63,Active
2642,89,Active
4418,87,Active
141,86,Active
4646,49,Passive
1714,73,Active
5641,28,Passive
5748,23,Passive
6056,20,Passive
1217,25,Passive
5805,84,Active
2914,43,Passive
3599,20,Passive
5906,26,Passive
4789,23,Passive
5181,28,Passive
4608,97,Active
32,33,Passive
5505,34,Passive
6002,31,Passive
5626,21,Passive
6643,29,Passive
766,40,Passive
5661,44,Passive
2928,25,Passive
3268,38,Passive
3441,67,Active
2733,71,Active
5610,43,Passive
4077,48,Passive
2296,22,Passive
3453,65,Active
2952,55,Active
3103,103,Active
3209,24,Passive
840,143,Active
1631,33,Passive
920,174,Active
5258,62,Active
5374,75,Active
45,44,Passive
5685,44,Passive
4100,568,Engaged
6098,448,Engaged
3224,52,Active
3820,23,Passive
4093,25,Passive
2416,98,Active
3720,104,Active
5466,79,Active
2116,46,Passive
778,24,Passive
438,24,Passive
5239,237,Engaged
1914,64,Active
5772,36,Passive
3542,115,Active
1939,29,Passive
4710,265,Engaged
5429,34,Passive
823,99,Active
5037,82,Active
3594,37,Passive
4816,50,Passive
4185,111,Active
3170,36,Passive
1479,40,Passive
3075,32,Passive
5325,20,Passive
3961,36,Passive
5321,93,Active
703,58,Active
1823,122,Active
4464,33,Passive
866,87,Active
1979,62,Active
3346,57,Active
2134,146,Active
6669,84,Active
3322,52,Active
6107,22,Passive
1769,64,Active
3947,20,Passive
2411,26,Passive
3378,29,Passive
4609,47,Passive
5109,121,Active
671,76,Active
5430,21,Passive
1385,49,Passive
311,24,Passive
49,25,Passive
1061,52,Active
1785,73,Active
3185,33,Passive
2246,95,Active
3531,73,Active
6308,23,Passive
4193,46,Passive
3759,64,Active
779,62,Active
4222,58,Active
4171,41,Passive
817,54,Active
3067,33,Passive
1873,74,Active
3344,69,Active
453,43,Passive
2143,46,Passive
430,59,Active
6715,44,Passive
4014,29,Passive
5476,52,Active
6514,71,Active
3852,82,Active
3207,70,Active
5128,109,Active
4827,45,Passive
1668,26,Passive
842,60,Active
4859,58,Active
2132,143,Active
1083,111,Active
363,21,Passive
645,43,Passive
4296,162,Active
1370,65,Active
6455,52,Active
3393,25,Passive
2393,113,Active
2531,27,Passive
4962,38,Passive
1497,45,Passive
6133,25,Passive
693,31,Passive
4433,54,Active
2499,35,Passive
5983,59,Active
2969,150,Active
3241,28,Passive
655,39,Passive
3171,86,Active
3188,40,Passive
5815,33,Passive
136,58,Active
643,22,Passive
1204,31,Passive
578,78,Active
2552,59,Active
2112,53,Active
5859,53,Active
6690,186,Active
1925,53,Active
1410,21,Passive
4249,20,Passive
3986,183,Active
6078,24,Passive
4489,29,Passive
1022,41,Passive
2374,174,Active
2202,56,Active
3100,113,Active
4179,80,Active
6324,52,Active
5604,72,Active
6106,37,Passive
900,103,Active
183,42,Passive
3258,74,Active
4012,22,Passive
374,75,Active
3249,22,Passive
3158,24,Passive
398,102,Active
5484,24,Passive
2081,23,Passive
2958,61,Active
5055,152,Active
3408,58,Active
767,93,Active
3696,132,Active
4339,37,Passive
5176,60,Active
1164,46,Passive
3960,199,Active
404,55,Active
5950,150,Active
6662,32,Passive
2711,121,Active
4833,137,Active
4667,20,Passive
2822,25,Passive
4540,87,Active
5369,36,Passive
1247,236,Engaged
2783,197,Active
3221,67,Active
3348,26,Passive
5451,53,Active
3636,43,Passive
576,67,Active
5008,44,Passive
1856,23,Passive
3923,59,Active
4521,36,Passive
5145,52,Active
5030,33,Passive
1572,92,Active
1910,26,Passive
6179,216,Engaged
3764,22,Passive
1225,20,Passive
2292,50,Passive
3596,98,Active
6279,46,Passive
1590,27,Passive
1627,30,Passive
314,48,Passive
232,24,Passive
2356,191,Active
1563,28,Passive
3749,51,Active
5986,30,Passive
356,28,Passive
6737,28,Passive
5568,41,Passive
239,33,Passive
3026,69,Active
622,34,Passive
1472,41,Passive
5385,101,Active
4921,104,Active
4593,51,Active
4366,47,Passive
4390,23,Passive
2813,39,Passive
6161,22,Passive
2326,30,Passive
1293,42,Passive
3456,48,Passive
3042,59,Active
3256,209,Engaged
4216,111,Active
1392,105,Active
5300,172,Active
1579,89,Active
427,119,Active
133,78,Active
85,68,Active
5593,61,Active
2741,49,Passive
3392,83,Active
2507,28,Passive
1962,33,Passive
771,110,Active
3860,35,Passive
4571,56,Active
748,138,Active
4784,32,Passive
3631,36,Passive
528,69,Active
4760,27,Passive
640,30,Passive
4553,22,Passive
3574,40,Passive
1182,29,Passive
6067,39,Passive
6097,44,Passive
555,20,Passive
4958,56,Active
94,53,Active
1291,27,Passive
2707,33,Passive
5411,39,Passive
2693,21,Passive
4589,71,Active
3117,22,Passive
5015,196,Active
482,71,Active
1198,168,Active
4632,55,Active
3673,27,Passive
2514,109,Active
3057,53,Active
2688,72,Active
5164,36,Passive
3512,61,Active
5977,24,Passive
1467,49,Passive
5958,41,Passive
315,51,Active
3779,189,Active
5044,29,Passive
5722,127,Active
4007,23,Passive
1636,31,Passive
6604,94,Active
1546,40,Passive
352,33,Passive
6139,95,Active
2558,58,Active
6326,50,Passive
5307,41,Passive
6634,29,Passive
5954,21,Passive
5407,59,Active
518,39,Passive
2700,36,Passive
1300,54,Active
5028,66,Active
5095,113,Active
4203,45,Passive
2426,98,Active
457,22,Passive
5768,74,Active
564,44,Passive
4754,78,Active
2650,168,Active
6613,29,Passive
3916,126,Active
1091,52,Active
6341,21,Passive
4529,33,Passive
3701,31,Passive
6420,54,Active
1799,45,Passive
1397,345,Engaged
1657,75,Active
4167,119,Active
5971,76,Active
4705,46,Passive
3466,31,Passive
6278,119,Active
5775,76,Active
931,32,Passive
3553,104,Active
1438,57,Active
2736,20,Passive
165,65,Active
5585,22,Passive
4898,72,Active
1333,51,Active
533,25,Passive
455,83,Active
2109,29,Passive
2253,30,Passive
2124,32,Passive
4568,336,Engaged
2578,25,Passive
3132,62,Active
6356,89,Active
2214,33,Passive
3839,22,Passive
4999,66,Active
2402,168,Active
6064,196,Active
3875,71,Active
1570,174,Active
5968,35,Passive
4804,68,Active
214,35,Passive
5437,30,Passive
3533,21,Passive
6524,81,Active
2694,35,Passive
74,22,Passive
3161,30,Passive
4338,30,Passive
1845,86,Active
4794,65,Active
5353,49,Passive
992,124,Active
2284,99,Active
958,178,Active
754,38,Passive
6036,59,Active
5367,122,Active
330,22,Passive
258,67,Active
2686,47,Passive
2206,93,Active
4419,42,Passive
6017,77,Active
2619,50,Passive
2234,25,Passive
2101,78,Active
4293,30,Passive
4990,25,Passive
3834,121,Active
4321,119,Active
994,55,Active
3703,98,Active
2840,30,Passive
1286,38,Passive
1515,25,Passive
1852,177,Active
3212,199,Active
4044,39,Passive
3267,134,Active
5690,132,Active
4276,34,Passive
5929,34,Passive
1602,28,Passive
4932,79,Active
3707,43,Passive
5747,22,Passive
3043,30,Passive
4531,24,Passive
4998,50,Passive
3679,36,Passive
620,43,Passive
5464,205,Engaged
5342,38,Passive
1005,29,Passive
331,55,Active
3925,64,Active
6727,101,Active
4731,23,Passive
3605,27,Passive
366,57,Active
604,27,Passive
957,42,Passive
4465,44,Passive
753,20,Passive
3460,26,Passive
2785,74,Active
5107,80,Active
236,215,Engaged
3464,110,Active
5739,316,Engaged
122,57,Active
4573,44,Passive
1930,51,Active
168,32,Passive
4454,33,Passive
5853,34,Passive
5905,46,Passive
6039,718,Engaged
2684,23,Passive
982,50,Passive
6432,136,Active
309,120,Active
2228,42,Passive
1762,30,Passive
4324,52,Active
1063,20,Passive
1645,101,Active
3561,137,Active
609,57,Active
4423,51,Active
3812,61,Active
5723,26,Passive
6700,102,Active
2063,39,Passive
179,72,Active
4811,92,Active
140,21,Passive
6487,52,Active
5779,33,Passive
2793,40,Passive
6392,44,Passive
6268,248,Engaged
5731,337,Engaged
2967,26,Passive
516,44,Passive
4719,48,Passive
537,30,Passive
4135,33,Passive
5556,47,Passive
1403,22,Passive
4643,21,Passive
4226,21,Passive
728,21,Passive
48,25,Passive
2315,303,Engaged
884,22,Passive
3045,20,Passive
6178,59,Active
2924,46,Passive
2431,33,Passive
6119,28,Passive
5250,165,Active
1867,147,Active
3622,31,Passive
5909,31,Passive
6306,47,Passive
5817,228,Engaged
3226,148,Active
3644,40,Passive
3615,21,Passive
5101,203,Engaged
2550,125,Active
1801,75,Active
372,28,Passive
383,20,Passive
2488,30,Passive
627,43,Passive
105,31,Passive
6540,22,Passive
888,103,Active
559,56,Active
1513,285,Engaged
4707,137,Active
731,86,Active
4819,31,Passive
4439,118,Active
1698,44,Passive
4215,173,Active
4815,39,Passive
2034,58,Active
2713,132,Active
3478,24,Passive
3491,24,Passive
6205,55,Active
3835,34,Passive
1752,31,Passive
2033,41,Passive
5650,21,Passive
769,38,Passive
6593,77,Active
5071,142,Active
1295,204,Engaged
6402,20,Passive
4846,32,Passive
5478,27,Passive
6652,50,Passive
278,136,Active
5812,45,Passive
447,66,Active
6288,23,Passive
3924,199,Active
6636,83,Active
2350,59,Active
623,51,Active
2331,25,Passive
2467,20,Passive
6701,27,Passive
4252,75,Active
4101,20,Passive
5759,47,Passive
1853,21,Passive
2481,58,Active
4103,70,Active
5111,24,Passive
5914,25,Passive
4915,72,Active
2801,277,Engaged
5513,27,Passive
6548,27,Passive
1374,37,Passive
6681,51,Active
525,25,Passive
2250,100,Active
1185,97,Active
969,42,Passive
3563,99,Active
4996,105,Active
1996,29,Passive
2407,21,Passive
6037,33,Passive
3082,26,Passive
1510,39,Passive
5152,157,Active
2482,99,Active
4926,31,Passive
2097,63,Active
2256,45,Passive
5227,34,Passive
5398,57,Active
4978,22,Passive
4224,156,Active
3612,28,Passive
1378,92,Active
1537,102,Active
6210,68,Active
4960,21,Passive
297,37,Passive
1643,31,Passive
5278,32,Passive
5564,20,Passive
2879,167,Active
6500,25,Passive
934,36,Passive
463,21,Passive
200,20,Passive
1069,47,Passive
5127,92,Active
5770,63,Active
2279,21,Passive
6552,21,Passive
47,70,Active
3769,22,Passive
3204,32,Passive
2002,104,Active
3163,23,Passive
950,23,Passive
298,20,Passive
2383,45,Passive
4355,39,Passive
3801,26,Passive
853,39,Passive
4524,27,Passive
4839,32,Passive
3298,34,Passive
4836,23,Passive
2855,29,Passive
3840,107,Active
2852,35,Passive
637,26,Passive
1015,48,Passive
4800,24,Passive
3080,31,Passive
1445,20,Passive
5915,37,Passive
6533,224,Engaged
6359,198,Active
1810,20,Passive
3270,33,Passive
5115,73,Active
1529,49,Passive
2543,46,Passive
5875,36,Passive
5884,29,Passive
945,22,Passive
1970,58,Active
5069,30,Passive
5675,23,Passive
3836,21,Passive
6381,52,Active
5039,22,Passive
6653,75,Active
3068,22,Passive
2714,29,Passive
484,54,Active
2781,100,Active
5419,42,Passive
6366,27,Passive
5268,72,Active
6280,138,Active
2047,28,Passive
5667,50,Passive
2845,34,Passive
73,39,Passive
4367,28,Passive
3358,27,Passive
4271,36,Passive
6568,73,Active
4779,20,Passive
2651,117,Active
4519,39,Passive
5000,27,Passive
506,44,Passive
966,178,Active
2334,216,Engaged
1730,23,Passive
1079,37,Passive
1557,38,Passive
1565,24,Passive
5923,20,Passive
1595,111,Active
4894,56,Active
2086,34,Passive
6062,35,Passive
4965,84,Active
1923,29,Passive
3912,68,Active
3968,56,Active
5660,30,Passive
2261,41,Passive
1283,118,Active
433,39,Passive
407,89,Active
4133,35,Passive
3833,50,Passive
2542,22,Passive
5883,36,Passive
4874,20,Passive
6087,28,Passive
9,178,Active
3419,44,Passive
3129,49,Passive
5169,40,Passive
3015,57,Active
2105,148,Active
480,36,Passive
4698,39,Passive
1569,65,Active
773,30,Passive
582,28,Passive
1331,83,Active
570,56,Active
6740,124,Active
4095,22,Passive
6389,35,Passive
5238,48,Passive
4722,155,Active
4189,21,Passive
353,20,Passive
3341,302,Engaged
167,122,Active
4823,28,Passive
5966,60,Active
4906,23,Passive
6176,225,Engaged
405,31,Passive
1976,28,Passive
2729,22,Passive
3487,54,Active
143,35,Passive
4939,24,Passive
3541,241,Engaged
2673,63,Active
2732,20,Passive
838,24,Passive
6439,27,Passive
3733,37,Passive
2068,81,Active
1687,40,Passive
1525,74,Active
3438,41,Passive
2980,28,Passive
5193,88,Active
4997,56,Active
414,202,Engaged
1436,505,Engaged
6228,34,Passive
2450,31,Passive
2243,188,Active
6234,28,Passive
685,41,Passive
3849,119,Active
764,53,Active
926,64,Active
3239,55,Active
1909,49,Passive
3921,230,Engaged
1940,31,Passive
6608,29,Passive
893,38,Passive
4010,46,Passive
6103,40,Passive
2988,41,Passive
889,30,Passive
100,61,Active
1840,160,Active
2940,22,Passive
5364,46,Passive
230,423,Engaged
6066,292,Engaged
5208,30,Passive
4214,62,Active
3851,72,Active
2894,48,Passive
4606,38,Passive
1199,36,Passive
2199,233,Engaged
683,22,Passive
3772,62,Active
3717,36,Passive
5112,29,Passive
360,84,Active
2062,26,Passive
6013,89,Active
5744,30,Passive
6361,131,Active
2107,51,Active
2547,25,Passive
5326,69,Active
6530,37,Passive
198,52,Active
986,351,Engaged
6556,25,Passive
809,20,Passive
90,33,Passive
2346,50,Passive
1215,28,Passive
6376,50,Passive
6404,224,Engaged
112,133,Active
3775,63,Active
4798,61,Active
4494,280,Engaged
1774,39,Passive
2594,208,Engaged
669,51,Active
4889,20,Passive
4616,26,Passive
508,25,Passive
3331,23,Passive
422,33,Passive
5655,25,Passive
6170,198,Active
4274,52,Active
5179,26,Passive
634,73,Active
2082,510,Engaged
5497,29,Passive
4511,29,Passive
1395,35,Passive
3121,31,Passive
6664,68,Active
5383,57,Active
6007,23,Passive
1564,34,Passive
818,32,Passive
4392,38,Passive
4651,80,Active
4781,43,Passive
206,115,Active
1317,43,Passive
914,24,Passive
5303,77,Active
2225,38,Passive
6390,70,Active
3971,169,Active
1140,329,Engaged
3668,33,Passive
2369,33,Passive
1046,50,Passive
5976,50,Passive
6693,52,Active
5156,24,Passive
1009,82,Active
1635,23,Passive
2114,35,Passive
3534,44,Passive
3819,34,Passive
4431,22,Passive
5651,43,Passive
3452,23,Passive
1601,21,Passive
3693,46,Passive
5481,27,Passive
5967,56,Active
3867,50,Passive
5756,65,Active
5333,21,Passive
4729,61,Active
821,208,Engaged
4491,21,Passive
2590,215,Engaged
1120,29,Passive
325,105,Active
1110,20,Passive
3799,30,Passive
1521,98,Active
3099,29,Passive
5624,82,Active
3145,38,Passive
4270,94,Active
1768,22,Passive
834,67,Active
340,24,Passive
726,33,Passive
3592,174,Active
1340,109,Active
4163,118,Active
4977,22,Passive
1889,273,Engaged
6160,23,Passive
5214,241,Engaged
2803,210,Engaged
5177,381,Engaged
3517,1168,Engaged
5576,125,Active
6129,21,Passive
676,230,Engaged
526,225,Engaged
2067,153,Active
5857,477,Engaged
621,25,Passive
2923,75,Active
3140,25,Passive
2586,23,Passive
1027,20,Passive
6473,38,Passive
1832,65,Active
2983,20,Passive
2654,22,Passive
2255,31,Passive
3505,279,Engaged
752,120,Active
6640,58,Active
2152,56,Active
3551,264,Engaged
5105,232,Engaged
5765,24,Passive
1637,103,Active
3886,167,Active
1655,62,Active
2075,32,Passive
2188,93,Active
3156,22,Passive
342,49,Passive
633,31,Passive
2177,4227,Engaged
6290,154,Active
2553,22,Passive
1257,22,Passive
4649,320,Engaged
830,144,Active
1310,21,Passive
6657,149,Active
6295,122,Active
2861,83,Active
5669,43,Passive
2831,33,Passive
2139,29,Passive
3728,140,Active
3567,127,Active
3289,28,Passive
3880,35,Passive
6544,25,Passive
5244,156,Active
5448,159,Active
4025,21,Passive
130,71,Active
2304,20,Passive
1459,35,Passive
1744,31,Passive
6443,219,Engaged
8,155,Active
4287,48,Passive
4147,72,Active
244,111,Active
2655,22,Passive
1827,153,Active
6127,152,Active
6155,23,Passive
1135,23,Passive
6042,119,Active
2392,35,Passive
1368,42,Passive
3614,20,Passive
5818,99,Active
3686,126,Active
6226,47,Passive
3659,33,Passive
1136,39,Passive
2787,61,Active
3031,22,Passive
6230,168,Active
964,202,Engaged
4198,38,Passive
2601,705,Engaged
6384,66,Active
156,61,Active
3007,160,Active
5316,125,Active
4372,200,Active
421,62,Active
3192,46,Passive
6698,38,Passive
5691,35,Passive
2972,44,Passive
396,315,Engaged
2316,138,Active
3404,137,Active
3854,154,Active
6426,47,Passive
6413,22,Passive
4528,46,Passive
1494,172,Active
5993,32,Passive
285,537,Engaged
5343,94,Active
5530,163,Active
5558,261,Engaged
2327,21,Passive
1663,164,Active
2747,63,Active
3950,176,Active
6732,53,Active
1074,297,Engaged
6274,171,Active
772,351,Engaged
1829,342,Engaged
2071,133,Active
3369,374,Engaged
4788,24,Passive
5038,100,Active
565,255,Engaged
5237,196,Active
2750,34,Passive
5041,28,Passive
2580,74,Active
4551,57,Active
641,165,Active
3780,103,Active
6666,85,Active
2755,30,Passive
3722,51,Active
2631,47,Passive
4594,325,Engaged
3162,256,Engaged
733,22,Passive
5219,81,Active
1324,108,Active
4654,75,Active
6025,756,Engaged
5773,20,Passive
1686,352,Engaged
5282,25,Passive
765,154,Active
2639,25,Passive
2521,23,Passive
930,61,Active
4416,75,Active
2456,140,Active
3957,235,Engaged
5719,28,Passive
639,154,Active
3692,97,Active
6112,20,Passive
400,112,Active
3678,36,Passive
2939,97,Active
3827,117,Active
4496,840,Engaged
6271,440,Engaged
1836,39,Passive
1921,36,Passive
1437,29,Passive
4335,41,Passive
6574,165,Active
4645,223,Engaged
5355,24,Passive
4749,28,Passive
4498,76,Active
177,187,Active
2866,77,Active
2182,20,Passive
3248,712,Engaged
695,797,Engaged
5990,1159,Engaged
2026,96,Active
5964,718,Engaged
201,302,Engaged
4148,144,Active
2248,81,Active
3442,141,Active
5535,146,Active
1171,290,Engaged
1776,103,Active
4050,201,Engaged
3041,125,Active
4813,56,Active
147,199,Active
6492,183,Active
1716,36,Passive
3859,344,Engaged
942,190,Active
2544,114,Active
6122,162,Active
3123,580,Engaged
6327,179,Active
1738,139,Active
2459,129,Active
461,70,Active
2191,132,Active
5550,86,Active
1318,36,Passive
3425,89,Active
4122,76,Active
1365,124,Active
2208,49,Passive
4740,119,Active
1839,175,Active
6053,26,Passive
721,61,Active
4604,48,Passive
881,28,Passive
1669,59,Active
1948,142,Active
5449,219,Engaged
4767,70,Active
5005,21,Passive
732,104,Active
5625,96,Active
304,323,Engaged
2265,73,Active
875,233,Engaged
4219,32,Passive
6222,23,Passive
4005,221,Engaged
2028,88,Active
5791,24,Passive
4623,74,Active
1067,550,Engaged
1552,235,Engaged
5421,32,Passive
2012,897,Engaged
2528,25,Passive
2562,44,Passive
2360,365,Engaged
5985,62,Active
5879,168,Active
978,73,Active
2843,38,Passive
5745,145,Active
6434,641,Engaged
4884,270,Engaged
2825,66,Active
60,50,Passive
2571,83,Active
4180,112,Active
4629,251,Engaged
1847,404,Engaged
1037,114,Active
319,162,Active
5388,523,Engaged
2483,186,Active
922,74,Active
1277,229,Engaged
1681,254,Engaged
5852,312,Engaged
2890,32,Passive
5567,124,Active
1553,257,Engaged
4648,89,Active
468,179,Active
680,70,Active
3324,31,Passive
1399,179,Active
4474,141,Active
420,84,Active
5427,140,Active
1049,101,Active
1556,184,Active
5942,93,Active
2480,323,Engaged
4878,29,Passive
5408,90,Active
5052,989,Engaged
6311,29,Passive
4282,682,Engaged
2317,213,Engaged
1896,74,Active
3739,363,Engaged
129,20,Passive
2382,26,Passive
3353,316,Engaged
4197,84,Active
4063,47,Passive
1146,558,Engaged
836,363,Engaged
5680,28,Passive
12,736,Engaged
